42.39647,-71.14307
42.39639,-71.14305
42.39635,-71.14304
42.39577,-71.14276
42.39557,-71.14267
42.3955,-71.14264
42.39552,-71.14258
42.39543,-71.14248
42.39543,-71.14248
42.39615,-71.14208
42.39619,-71.13955
42.39624,-71.13914
42.39625,-71.13896
42.39635,-71.13832
42.39636,-71.13829
42.39648,-71.13802
42.39668,-71.13771
42.39694,-71.13749
42.39722,-71.13737
42.39748,-71.13729
42.39756,-71.13725
42.39761,-71.13718
42.39766,-71.13708
42.39775,-71.1367
42.39783,-71.13636
42.39787,-71.13608
42.39797,-71.1352
42.39792,-71.1345
42.39773,-71.13088
42.3976,-71.1291
42.39754,-71.12803
42.39744,-71.12647
42.39735,-71.12545
42.39727,-71.12472
42.3972,-71.12417
42.39705,-71.1233
42.39681,-71.12235
42.39678,-71.12221
42.39667,-71.12186
42.39667,-71.12185
42.39659,-71.12157
42.39644,-71.1212
42.39617,-71.12063
42.39584,-71.12003
42.39561,-71.11969
42.39538,-71.11946
42.3952,-71.11933
42.39496,-71.11924
42.39438,-71.11921
42.39363,-71.11915
42.39062,-71.11883
42.38839,-71.11893
42.38829,-71.11894
42.38818,-71.11894
42.38082,-71.11979
42.37841,-71.12004
42.37803,-71.12008
42.37772,-71.12006
42.37722,-71.1199
42.3767,-71.11968
42.37646,-71.11943
42.37627,-71.11907
42.3761,-71.11876
42.37596,-71.1186
42.37586,-71.11853
42.37572,-71.11848
42.37549,-71.11849
42.37497,-71.11853
42.37442,-71.11868
42.37399,-71.11877
42.37367,-71.11884
42.37351,-71.11884
42.37346,-71.11882
42.37344,-71.1188
42.37339,-71.11876
42.37333,-71.11864
42.37327,-71.11848
42.37251,-71.11594
42.37248,-71.1159
42.37241,-71.11581
42.37101,-71.11422
42.37034,-71.11336
42.37017,-71.11318
42.37004,-71.113
42.36986,-71.1126
42.36884,-71.10986
42.36826,-71.10855
42.3679,-71.10781
42.36554,-71.10404
42.36544,-71.10385
42.36531,-71.10362
42.36521,-71.10346
42.36477,-71.10269
42.36396,-71.10133
42.36377,-71.10099
42.36355,-71.10049
42.36349,-71.10011
42.36344,-71.09954
42.36336,-71.09821
42.36323,-71.09674
42.36311,-71.09491
42.36285,-71.09181
42.36253,-71.08676
42.3625,-71.08645
42.36248,-71.08618
42.36247,-71.08607
42.36239,-71.08523
42.36213,-71.08343
42.36202,-71.08197
42.36185,-71.07972
42.36181,-71.07894
42.36177,-71.07848
42.3617,-71.07753
42.36162,-71.0761
42.36155,-71.07531
42.36142,-71.07364
42.36135,-71.07284
42.36134,-71.07275
42.3613,-71.07236
42.36129,-71.07222
42.36126,-71.07189
42.36122,-71.07136
42.36119,-71.07109
42.36117,-71.07071
42.36116,-71.07063
42.36116,-71.0706
42.36114,-71.07045
42.3611,-71.07026
42.36104,-71.07003
42.36102,-71.06999
42.36096,-71.06983
42.36089,-71.06965
42.36074,-71.06934
42.35886,-71.06677
42.35812,-71.06585
42.3579,-71.06548
42.35772,-71.06516
42.35712,-71.06393
42.35695,-71.06357
42.35678,-71.06323
42.3565,-71.06267
42.35638,-71.06243
42.35638,-71.06242
42.35625,-71.06215
42.35543,-71.06052
42.35536,-71.06037
42.35532,-71.06029
42.35356,-71.05731
42.35334,-71.05697
42.35308,-71.05637
42.35283,-71.05583
42.35261,-71.05529
42.35256,-71.05517
42.35252,-71.05507
42.35164,-71.05275
42.35148,-71.05255
42.35139,-71.05247
42.35116,-71.05236
42.35079,-71.05226
42.35058,-71.05223
42.3504,-71.05223
42.35013,-71.05227
42.35,-71.05232
42.34977,-71.05241
42.34948,-71.05259
42.34335,-71.05712
42.34262,-71.0571
42.33016,-71.05688
42.32996,-71.05687
42.32975,-71.05698
42.3285,-71.05761
42.32793,-71.05786
42.32777,-71.05795
42.3277,-71.05797
42.32757,-71.05796
42.32727,-71.05783
42.32704,-71.05768
42.32681,-71.05749
42.32618,-71.0567
42.32607,-71.05656
42.32582,-71.05619
42.32535,-71.05556
42.32521,-71.05535
42.32427,-71.05412
42.32412,-71.05394
42.32388,-71.05368
42.32376,-71.0536
42.32342,-71.05332
42.32326,-71.05322
42.32303,-71.05309
42.32281,-71.05298
42.32266,-71.0529
42.32235,-71.05278
42.322,-71.05267
42.32155,-71.05258
42.32145,-71.05256
42.32118,-71.05253
42.32073,-71.05249
42.32068,-71.05248
42.32015,-71.0524
42.32001,-71.05239
42.31964,-71.05235
